x,y,z
1039.182,-1761.411,-3150.408
1106.681,-1761.517,-3146.474
1109.029,-1765.253,-3153.147
1107.855,-1763.385,-3149.81
1169.416,-1753.584,-3128.162
1169.416,-1753.584,-3128.162
1173.136,-1759.163,-3138.113
1238.327,-1754.37,-3125.379
1239.632,-1756.22,-3128.677
1304.775,-1750.846,-3114.886
1310.263,-1758.21,-3127.988
1314.379,-1763.733,-3137.814
1378.406,-1755.885,-3119.577
1381.28,-1759.547,-3126.083
1387.03,-1766.871,-3139.095
1454.161,-1762.043,-3126.181
1454.161,-1762.043,-3126.181
1455.663,-1763.864,-3129.41
1522.803,-1758.422,-3115.375
1529.071,-1765.659,-3128.196
1536.904,-1774.704,-3144.221
1602.911,-1766.755,-3125.681
1602.911,-1766.755,-3125.681
1670.378,-1760.005,-3109.237
1138.433,-1199.517,-2119.074
1175.462,-1185.559,-2091.343
1157.892,-1167.838,-2060.082
1142.079,-1151.889,-2031.947
1166.272,-1127.351,-1985.695
1148.077,-1109.764,-1954.717
1135.341,-1097.453,-1933.033
1164.535,-1080.034,-1899.464
1155.127,-1071.31,-1884.12
1184.987,-1055.507,-1853.459
1183.044,-1053.777,-1850.42
1188.872,-1058.968,-1859.536
1230.024,-1053.223,-1846.537
1234.03,-1056.654,-1852.552
1240.039,-1061.8,-1861.575
1281.358,-1055.596,-1847.726
1285.485,-1058.995,-1853.678
1293.739,-1065.795,-1865.579
1335.263,-1059.11,-1850.842
1339.508,-1062.478,-1856.727
1343.754,-1065.845,-1862.612
1383.162,-1057.039,-1844.134
1387.525,-1060.374,-1849.951
1394.07,-1065.375,-1858.677
1433.463,-1056.128,-1839.395
1435.704,-1057.779,-1842.27
1442.423,-1062.729,-1850.891
1490.914,-1059.586,-1842.191
1500.103,-1066.117,-1853.545
1544.231,-1059.172,-1838.174
1548.939,-1062.401,-1843.778
1556.001,-1067.245,-1852.184
1600.277,-1059.774,-1835.846
1605.097,-1062.967,-1841.375
1612.327,-1067.755,-1849.67
1656.726,-1059.754,-1832.355
1661.657,-1062.908,-1837.808
1669.053,-1067.639,-1845.989
1693.391,-1046.642,-1806.188
1670.711,-1032.624,-1781.997
1650.551,-1020.164,-1760.496
1670.343,-997.848,-1718.565
1759.907,-1016.431,-1746.996
1749.4,-1010.363,-1736.566
1762.739,-984.464,-1688.493
1735.949,-969.502,-1662.831
1698.264,-917.309,-1569.902
1695.533,-915.834,-1567.378
1700.994,-918.783,-1572.426
1743.616,-911.0,-1555.617
1754.74,-916.812,-1565.541
1765.864,-922.624,-1575.465
1647.41,-832.66,-1418.557
1633.256,-825.506,-1406.37
1647.046,-805.368,-1368.782
1638.408,-801.145,-1361.603
1651.068,-781.06,-1324.181
1645.213,-778.29,-1319.485
1651.068,-781.06,-1324.181
1692.495,-774.584,-1309.831
1704.393,-780.029,-1319.039
1713.317,-784.113,-1325.945
1751.997,-775.658,-1308.152
1761.059,-779.67,-1314.919
1770.121,-783.682,-1321.684
1799.707,-770.713,-1296.21
1787.443,-765.461,-1287.377
1775.179,-760.209,-1278.545
1794.621,-743.289,-1246.483
1785.291,-739.425,-1240.001
1775.96,-735.56,-1233.521
1791.266,-717.402,-1199.452
1778.652,-712.35,-1191.005
1792.985,-694.227,-1157.061
1780.201,-689.277,-1148.811
1770.612,-685.565,-1142.624
1783.858,-667.567,-1108.973
1774.146,-663.932,-1102.935
1767.671,-661.509,-1098.91
1783.203,-644.781,-1067.437
1776.647,-642.41,-1063.512
1763.535,-637.669,-1055.664
1774.81,-619.852,-1022.464
1768.176,-617.535,-1018.641
1778.599,-599.744,-985.541
1771.888,-597.481,-981.822
1765.176,-595.217,-978.103
1781.467,-579.725,-948.838
1774.681,-577.516,-945.223
1764.501,-574.203,-939.802
1769.705,-555.498,-905.353
1762.845,-553.345,-901.843
1759.416,-552.268,-900.089
1770.618,-535.798,-869.35
1765.421,-534.225,-866.798
1758.49,-532.128,-863.396
1770.643,-516.216,-833.619
1763.645,-514.176,-830.324
1771.558,-497.258,-798.97
1762.727,-494.779,-794.987
1753.895,-492.3,-791.005
1764.509,-476.482,-761.493
1759.162,-475.038,-759.186
1753.816,-473.594,-756.878
1765.502,-458.273,-728.207
1760.108,-456.873,-725.982
1752.917,-455.006,-723.016
1760.274,-438.803,-693.001
1749.397,-436.092,-688.719
1745.771,-435.188,-687.291
1757.842,-420.4,-659.572
1750.533,-418.652,-656.829
1746.877,-417.778,-655.457
1756.459,-402.561,-627.104
1750.935,-401.295,-625.133
1758.034,-385.654,-596.16
1752.47,-384.433,-594.273
1748.76,-383.62,-593.015
1758.916,-368.812,-565.375
1755.181,-368.029,-564.175
1747.712,-366.463,-561.775
1753.475,-350.914,-533.05
1753.475,-350.914,-533.05
1751.595,-350.538,-532.479
1754.849,-334.63,-503.253
1745.394,-332.827,-500.541
1741.613,-332.106,-499.457
1746.066,-316.674,-471.028
1740.36,-315.64,-469.488
1748.011,-300.912,-442.147
1748.011,-300.912,-442.147
1742.274,-299.924,-440.696
1753.187,-285.81,-414.275
1751.265,-285.497,-413.822
1743.575,-284.243,-412.005
1748.132,-269.198,-384.274
1746.2,-268.901,-383.849
1742.337,-268.306,-382.999
1748.24,-253.572,-355.754
1742.419,-252.728,-354.57
1713.314,-248.506,-348.647
1550.957,-211.199,-290.505
1531.508,-195.074,-262.272
1513.904,-192.832,-259.257
1502.168,-191.337,-257.247
1499.628,-177.914,-232.91
1491.777,-176.982,-231.69
1481.962,-175.818,-230.167
1480.824,-162.835,-206.546
1474.916,-162.185,-205.722
1475.249,-149.5,-182.556
1467.349,-148.699,-181.578
1457.475,-147.699,-180.356
1457.29,-135.182,-157.528
1451.35,-134.631,-156.886
1445.41,-134.08,-156.244
1440.766,-121.352,-133.305
1432.828,-120.684,-132.57
1426.875,-120.182,-132.02
1425.708,-107.967,-109.803
1421.73,-107.666,-109.497
1417.754,-107.365,-109.191
1418.117,-95.384,-87.308
1426.084,-95.92,-87.798
1435.991,-84.463,-66.287
1437.987,-84.581,-66.38
1416.048,-83.29,-65.366
1399.562,-70.533,-43.098
1391.576,-70.131,-42.852
1384.615,-58.139,-21.397
1380.619,-57.972,-21.336
1378.621,-57.888,-21.305
1377.223,-46.264,-0.182
1373.225,-46.13,-0.181
1371.227,-46.063,-0.181
1369.407,-34.509,20.79
1367.408,-34.459,20.759
1365.409,-34.408,20.729
1363.174,-22.911,41.57
1363.174,-22.911,41.57
1361.175,-22.877,41.509
1356.529,-11.407,62.155
1354.531,-11.39,62.064
1352.541,0.0,62.838
1352.541,0.0,62.838
1352.541,0.0,62.838
1349.415,12.73,82.581
1349.415,12.73,82.581
1349.415,12.73,82.581
1345.883,25.418,102.24
1345.883,25.418,102.24
1345.883,25.418,102.24
1343.937,38.118,121.991
1343.937,38.118,121.991
1345.556,50.956,142.124
1128.573,53.51,136.033
876.578,49.965,118.787
856.468,57.07,128.954
844.628,56.281,127.171
834.76,55.624,125.686
824.394,62.921,136.605
816.523,62.32,135.3
808.653,61.72,133.996
798.136,68.699,144.412
792.253,68.193,143.348
785.476,75.322,154.171
779.615,74.76,153.02
775.707,74.385,152.254
768.759,81.325,162.773
762.921,80.707,161.537
760.974,80.501,161.124
753.858,87.268,171.366
749.982,86.819,170.485
748.044,86.595,170.044
740.759,93.206,180.035
738.83,92.964,179.566
733.285,99.716,189.858
731.365,99.455,189.361
729.446,99.194,188.863
723.717,105.843,198.985
723.717,105.843,198.985
719.898,105.284,197.935
712.091,111.531,207.332
706.395,110.639,205.674
713.991,111.828,207.885
717.326,119.88,220.618
713.55,119.249,219.458
713.55,119.249,219.458
707.22,125.704,229.249
707.22,125.704,229.249
704.424,132.788,240.187
704.424,132.788,240.187
704.424,132.788,240.187
699.539,139.499,250.444
699.539,139.499,250.444
701.389,139.868,251.106
696.277,146.553,261.313
696.277,146.553,261.313
698.114,146.94,262.003
694.599,154.002,272.874
694.599,154.002,272.874
696.421,154.406,273.59
692.652,161.474,284.457
692.652,161.474,284.457
688.641,168.527,295.29
690.434,168.966,296.059
692.227,169.405,296.828
687.944,176.476,307.676
689.722,176.932,308.471
691.499,177.388,309.266
686.943,184.473,320.123
688.704,184.946,320.945
690.466,185.419,321.766
687.377,193.005,333.474
689.122,193.495,334.321
692.611,194.475,336.013
687.466,201.613,346.926
690.921,202.626,348.67
694.376,203.639,350.413
688.914,210.815,361.371
692.334,211.862,363.165
695.752,212.908,364.958
689.973,220.118,375.955
693.355,221.197,377.798
696.737,222.276,379.641
692.306,230.073,391.615
695.65,231.185,393.507
700.667,232.852,396.345
695.851,240.723,408.42
700.811,242.439,411.33
697.278,250.936,424.441
703.81,253.287,428.418
747.9,269.154,455.256
736.952,275.743,465.041
733.727,274.536,463.006
722.638,280.979,472.556
721.046,280.36,471.516
719.454,279.741,470.475
709.8,286.671,480.853
709.8,286.671,480.853
709.8,286.671,480.853
701.479,294.162,492.171
703.027,294.812,493.257
706.124,296.111,495.43
697.478,303.588,506.711
699.004,304.252,507.819
703.582,306.245,511.146
696.09,314.397,523.535
694.587,313.718,522.404
700.136,328.061,545.07
698.656,327.368,543.917
690.391,335.542,556.306
693.304,336.958,558.653
696.217,338.374,561.0
687.549,346.56,573.386
690.415,348.004,575.776
693.279,349.448,578.164
685.615,358.376,591.756
691.245,361.319,596.617
696.877,364.263,601.477
691.421,374.772,617.644
1012.641,569.18,936.299
1008.57,566.891,932.533
1003.14,563.84,927.513
977.396,569.713,935.493
973.402,567.385,931.67
968.075,564.28,926.572
943.784,570.548,935.235
938.562,567.391,930.061
915.579,574.133,939.527
911.743,571.727,935.59
906.628,568.52,930.341
882.464,574.11,937.952
877.458,570.853,932.63
872.45,567.595,927.309
848.456,572.814,934.347
846.007,571.16,931.65
842.334,568.681,927.605
819.637,574.406,935.497
817.244,572.729,932.765
812.457,569.375,927.303
789.846,574.784,934.703
786.341,572.234,930.555
764.886,578.225,938.919
760.326,574.779,933.322
756.906,572.193,929.124
735.534,577.885,937.024
732.201,575.267,932.778
557.178,455.195,737.055
555.014,453.428,734.193
536.719,456.216,737.699
534.614,454.427,734.806
531.457,451.743,730.467
514.348,455.182,735.044
512.303,453.373,732.122
511.281,452.468,730.66
495.217,456.612,736.389
492.241,453.867,731.962
478.103,459.672,740.375
480.989,462.447,744.844
478.103,459.672,740.375
457.24,458.816,738.068
455.377,456.947,735.062
452.583,454.143,730.552
435.708,456.763,733.861
433.906,454.875,730.828
433.007,453.932,729.311
416.217,456.348,732.307
414.479,454.443,729.249
413.61,453.49,727.72
